numero,Vastaaja,Yliopisto/tutkimuslaitos,Vastaus,Varmuus,Kommentti,Profiili ja vastaukset
15,Topi Miettinen,Svenska Handelshögskolan,Samaa mieltä,7,"Julkisen sektorin on syytä puuttua markkinoiden toimintaan silloin, olosuhteet jonkin hyödykkeen tai palvelun tuotannossa ovat otolliset markkinahäiriöille. Valtionyhtiöitä perustettiin aloille, joiden tuotannolla uskottiin olevan paljon positiivia ulkoisvaikutuksia paikallisesti tai kansallisesti. Nykyään valtion työkalupakissa on paljon parempia keinoja markkinahäiriöihin puuttumiseen kuin valtio-omistus. Valtionyhtiöiden myyminen on järkevää kysymyksessä mainitusta syystä. Myyminen on järkevää myös riskien hajauttamisen näkökulmasta. Työllisyydestä huolehtimisessa valtio-omistus on täysin marginaalinen ja kallis keino. Näytä lisääNäytä vähemmän",Profiili ja vastaukset
15,Niku Määttänen,Etla,Samaa mieltä,9,,Profiili ja vastaukset
15,Katariina Nilsson Hakkala,Aalto yliopisto/ ETLA,Samaa mieltä,8,,Profiili ja vastaukset
15,Elias Oikarinen,Aalto-yliopisto,Samaa mieltä,7,,Profiili ja vastaukset
15,Tapio Palokangas,Helsingin yliopisto,Eri mieltä,NA,Mitä “pärjäämisellä“ tarkoitetaan?,Profiili ja vastaukset
15,Tuomas Pekkarinen,VATT,Samaa mieltä,NA,,Profiili ja vastaukset
15,Hannu Piekkola,Vaasan yliopisto,Epävarma,7,"Riippuu valtonyhtiöstä, esim. Finnair pitää myydä.",Profiili ja vastaukset
15,Jukka Pirttilä,Tampereen yliopisto,Ei mielipidettä,NA,"En ymmärtänyt kysymyksen alkua. Nyt kun valtio saa rahaa lainarahaa halvalla, miksi sen kannattaisi myydä omaisuuttaan nopeasti velkoja lyhentääkseen?",Profiili ja vastaukset
15,Matti Pohjola,Aalto-yliopisto kauppakorkeakoulu,Epävarma,7,Valtionomistukselle on muitakin perusteita kuin taloudellinen menestyminen (esim. Alko).,Profiili ja vastaukset
15,Petri Rouvinen,"ETLA, Elinkeinoelämän tutkimuslaitos",Samaa mieltä,8,"Valtio on useaan otteeseen osoittautunut yksityisiä tahoja huonommaksi omistajaksi. Huoltovarmuusnäkökohtien ulkopuolellakin olen silti sitä mieltä, että saattaa olla luonnollisen monopolin kaltaisia tilanteita (tai tapauksia, joissa yhteisön pitkän aikavälin kokonaisintressi on yksinkertaisesti liian vaikea delegoida kolmannelle osapuolelle); niinpä esimerkiksi sähköverkkojen yksityisomistuksen yhteisön näkökulmasta optimaalinen järjestäminen on visainen pähkinä.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
15,Olli-Pekka Ruuskanen,Pellervon taloustutkimus,Vahvasti eri mieltä,7,,Profiili ja vastaukset
15,Hannu Salonen,Turun yliopisto,Eri mieltä,6,"Väite alkaa oletuksella, tästä voi olla mitä mieltä tahansa. Paljonko valtion enimmäkseen omistamia yhtiöitä kilpailee aloilla jotka paitsi yleishyödyllisiä myös selvästi kannattavia yksityisille yrityksillekin? Huoltovarmuuden takaamisen lisäksi joskus pidettiin luonnollisia monopoleja perusteluna julkiselle omistukselle tai ainakin vahvalle sääntelylle.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
15,Rune Stenbacka,Svenska handelshögskolan,Vahvasti samaa mieltä,7,,Profiili ja vastaukset
15,Olli Tahvonen,Helsingin yliopisto,Ei vastannut,NA,,Profiili ja vastaukset
15,Juha Tervala,Helsingin yliopisto,Ei mielipidettä,5,"Kysymys on epätarkka. Julkisen sektorilla on perusteet omistaa ns. luonnollisia monopoleja, vaikka ne eivät olisi huoltovarmuuden kannalta elintärkeitä, ja erityistehtäviä hoitavia ja strategisia yhtiöitä.",Profiili ja vastaukset
15,Marko Terviö,Aalto-yliopisto,Samaa mieltä,8,,Profiili ja vastaukset
15,Roope Uusitalo,Jyväskylän yliopiston kauppakorkeakoulu,Eri mieltä,7,Valtionyhtiöiden olemassaololle on muitakin perusteluja kuin huoltovarmuus. Esimerkiksi monopolin yksityistämisessä ei ole juuri järkeä.,Profiili ja vastaukset
15,Jari Vainiomäki,Tampereen yliopisto,Ei mielipidettä,1,,Profiili ja vastaukset
15,Hannu Vartiainen,Helsingin yliopisto,Vahvasti samaa mieltä,NA,,Profiili ja vastaukset
15,Vesa Vihriälä,Etla,Epävarma,6,"Pidemmän päälle hyvinhoidettujen valtionyhtiöiden voi olettaa tuottavan likimain saman verran kuin yksityisten. Tällä perusteella niiden myynnille ei ole erityistä kansantaloudellista perustetta.

Valtionyhtiöihin sijoitetun varallisuuden supistamiselle voi sen sijaan olla hyvä peruste, jos myynti mahdollistaa sijoituksia sellaisiin tuottavuuden kehityksen kannalta tärkeisiin kohteisiin, joihin yksityistä pääomaa ei riittävästi ohjaudu. Tämä voisi tarkoittaa liikenne- ja tietoliikenneinfrastuktuurin ohella esimerkiksi tieteellisen toiminnan infrastuktuureja. Näytä lisääNäytä vähemmän",Profiili ja vastaukset
15,Jouko Vilmunen,Turun yliopisto/kauppakorkeakoulu,Eri mieltä,7,"“Ei pärjää paremmin...“ Ei ole perusteltua yksityistää, koska palvelutuotannon skaala voi kaventua yksityistämisen myötä tavalla, joka ei ole suotavaa yhteiskunnan kannalta. So. yksityinen yritys voi karsia tuotantoa tavalla, joka ei ole yhteiskunnan kannalta suotavaa.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
15,Sami Vähämaa,Vaasan yliopisto,Eri mieltä,6,,Profiili ja vastaukset
15,Juuso Välimäki,Aalto yliopiston kauppakorkeakoulu,Vahvasti eri mieltä,9,,Profiili ja vastaukset
15,Eva Österbacka,Åbo Akademi,Eri mieltä,7,,Profiili ja vastaukset
16,Tom Berglund,Hanken,Samaa mieltä,8,,Profiili ja vastaukset
16,Petri Böckerman,Turun kauppakorkeakoulu / Palkansaajien tutkimuslaitos,Samaa mieltä,7,,Profiili ja vastaukset
16,Essi Eerola,VATT,Ei mielipidettä,NA,,Profiili ja vastaukset
16,Bengt Holmström,MIT,Samaa mieltä,7,Seka taloudellista etta turvallisuuspoliittista.,Profiili ja vastaukset
16,Anni Huhtala,VATT,Epävarma,5,"Tämän todentaminen lienee vaikeaa, kun samaan aikaan on tapahtunut melkoisia muitakin muutoksia Suomen kansantaloudessa.",Profiili ja vastaukset
16,Ari Hyytinen,Jyväskylän yliopiston kauppakorkeakoulu,Samaa mieltä,7,,Profiili ja vastaukset
16,Esa Jokivuolle,Suomen Pankki,Vahvasti samaa mieltä,8,,Profiili ja vastaukset
16,Juha Junttila,Jyvaskylan yliopisto,Samaa mieltä,9,,Profiili ja vastaukset
16,John M. Juselius,Suomen Pankki,Samaa mieltä,7,,Profiili ja vastaukset
16,Markus Jäntti,Tukholman yliopisto,Samaa mieltä,7,Uskon eurojäsenyyden vähentäneen suomalaisten taloudenpitäjien kohtaamaa volatiliteettia ja alentaneen riskipreemioita. Euron viime vuosien ongelmat olisivat uskoakseni heijastuneet myös Suomeen.,Profiili ja vastaukset
16,Panu Kalmi,Vaasan yliopisto,Epävarma,NA,,Profiili ja vastaukset
16,Seppo Kari,VATT,Samaa mieltä,6,,Profiili ja vastaukset
16,Karlo Kauko,Suomen Pankki,Ei mielipidettä,NA,,Profiili ja vastaukset
16,Jaakko Kiander,,Samaa mieltä,8,Hyödyt ovat suuremmat kuin haitat ja finanssipolitiikan teho on parantunut,Profiili ja vastaukset
16,Juha Kilponen,,Vahvasti samaa mieltä,8,,Profiili ja vastaukset
16,Iikka Korhonen,Suomen Pankki,Vahvasti samaa mieltä,7,,Profiili ja vastaukset
16,Pekka J. Korhonen,,Vahvasti samaa mieltä,8,,Profiili ja vastaukset
16,Mika Kortelainen,Valtion taloudellinen tutkimuskeskus,Samaa mieltä,6,,Profiili ja vastaukset
16,Tuomas Kosonen,Palkansaajien tutkimuslaitos,Ei vastannut,NA,,Profiili ja vastaukset
16,Kaisa Kotakorpi,VATT; Turun yliopisto,Epävarma,NA,"Euro-alue ei todennäköisesti ole optimaalinen valuutta-alue, mutta siitä on vaikea saada varmuutta mitä olisi tapahtunut jos Suomi olisi jäänyt ulkopuolelle. Sopivaa verrokkia on vaikea löytää. Esim. Ruotsin ja Suomen erilaiselle talouskehitykselle on muitakin syitä kuin rahaliiton jäsenyys.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
16,Markku Kotilainen,Elinkeinoelämän tutkimuslaitos - Etla,Samaa mieltä,5,"Nettohyöty ei kuitenkaan ole ollut kovin suuri viimeaikaisen taantuman vuoksi. Kelluvalla kurssilla kilpailukykyä olisi saatu nopeammin parannettua. Koska kilpailukykysopimus näyttää toimivan, uskon asteittain päästävän selvemmin plussan puolelle. Kaikki riippuu tietysti tulevasta rakenteiden joustavuudesta ja siitä, säilyykö konsensus.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
16,Klaus Kultti,helsingin yliopisto,Vahvasti samaa mieltä,8,,Profiili ja vastaukset
16,Timo Kuosmanen,Aalto yliopiston kauppakorkeakoulu,Eri mieltä,6,,Profiili ja vastaukset
16,Tomi Kyyrä,Valtion taloudellinen tutkimuskeskus,Samaa mieltä,8,,Profiili ja vastaukset
16,Marita Laukkanen,Valtion taloudellinen tutkimuskeskus,Ei mielipidettä,8,,Profiili ja vastaukset
16,Mika Maliranta,Etla / Jyväskylän yliopisto,Samaa mieltä,2,Ajattelen tässä myös muita kuin BKT:llä mitattavia asioita.,Profiili ja vastaukset
16,Topi Miettinen,Svenska Handelshögskolan,Eri mieltä,2,"Vaikuttaa siltä, että markan ulkoiseen arvoon vaikuttamalla kilpailukykyä olisi voitu säädellä kivuttomammin ja tehokkaammin. Tämän keinon jäättäminen työkalupakin ulkopuolelle oli kenties perusteltua muista kuin taloudellisista syistä. Toki rahapolitiikan ulkoistaminen leveämmille harteille on vähentänyt uskottavuuspaineita. Noilla leveämmillä harteilla on jatkeenaan kuitenkin myös paksummat sormet, jotka eivät kykene rahapolitiikkan hienomotoriseen säätelyyn pikkuriikkisen kansantalouden erityistarpeisiin, joita on ilmaantunut roppakaupalla.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
16,Niku Määttänen,Etla,Epävarma,6,"Euro on laskenut kansalaisten ja yritysten rahoitus- ja transaktiokustannuksia. Toisaalta finanssikriisin jälkeen euro hidasti vientiteollisuuden ongelmien korjaantumista. Lisäksi euro on saattanut jarruttaa koko EU:n kehitystä. Hyötyjen ja haittojen yhteenlaskeminen on hankalaa, koska emme tarkkaan tiedä miltä maailma olisi näyttänyt ilman euroa. Näytä lisääNäytä vähemmän",Profiili ja vastaukset
16,Katariina Nilsson Hakkala,Aalto yliopisto/ ETLA,Vahvasti samaa mieltä,10,,Profiili ja vastaukset
16,Elias Oikarinen,Aalto-yliopisto,Samaa mieltä,7,,Profiili ja vastaukset
16,Tapio Palokangas,Helsingin yliopisto,Epävarma,NA,"Eurosta oli alkuaikana (< 2008) Suomelle suuresti hyötyä, koska se vakautti talouden poistamalla inflaation ja taipumuksen devalvaatiosykleihin. Tämän jälkeen on rikottu Maastrichtin sopimusta ottamalla käyttöön “yhteisvastuu“ veloista, mikä tuo euro-alueelle moraalikato-ongelman.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
16,Tuomas Pekkarinen,VATT,Samaa mieltä,NA,,Profiili ja vastaukset
16,Hannu Piekkola,Vaasan yliopisto,Samaa mieltä,7,"Pitkän aikavälin ratkaisu joka tuo luottamusta Suomen talouteen, vrt. esim. Nordean muutto Suomeen.",Profiili ja vastaukset
16,Jukka Pirttilä,Tampereen yliopisto,Eri mieltä,4,Sopeutuminen asymmetrisiin kriiseihin on vaikeampaa eurossa.,Profiili ja vastaukset
16,Matti Pohjola,Aalto-yliopisto kauppakorkeakoulu,Epävarma,8,"Vastaus riippuu siitä mikä olisi ollut eurolle vaihtoehto (esimerkiksi kelluva valuutta ja inflaatiotavoite vai jokin muu), jota ei kysymyksessä ole määritelty.",Profiili ja vastaukset
16,Petri Rouvinen,"ETLA, Elinkeinoelämän tutkimuslaitos",Samaa mieltä,6,"Yksi keskeisistä ideoista euroon mennessä oli, että ulkoisen pakkopaidan ja ajoittaisista devalvaatioista luopuminen pakoittaisi sisäiseen joustavuuteen. Sittemmin kävi ilmeiseksi, että pakkopaita kyllä sitoo mutta sisäistä joustavuutta ei löydy ainakaan riittävästi. Tästä näkökulmasta Suomi olisi ehkä ollut paremmassa asemassa ilman euroa (sivuutan tässä koko euron kaatumiseen liittyvän uhan). Toisaalta uskon, että euro on tuonut vakautta sekä jatkuvaa hyötyä niin yrityksille kuin kuluttajille paremman hintojen vertailtavuuden, lisääntyneen tuontitarjonnan/-kilpailun sekä valuutanvaihto ja -suojauskustannusten laskun kautta. Yleisen keskustelun kannalta ongelmana on, että nämä hyödyt syntyvät kovin pieninä puroina, hajautetusti ja pitkän ajan kuluessa, jolloin nämä edut tulevat aliarvostetuksi.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
16,Olli-Pekka Ruuskanen,Pellervon taloustutkimus,Samaa mieltä,6,,Profiili ja vastaukset
16,Hannu Salonen,Turun yliopisto,Vahvasti samaa mieltä,8,,Profiili ja vastaukset
16,Rune Stenbacka,Svenska handelshögskolan,Samaa mieltä,5,Vastaus laadittu oletuksella että muut kuin pelkästään talousvaikutukset otetaan huomioon.,Profiili ja vastaukset
16,Olli Tahvonen,Helsingin yliopisto,Ei vastannut,NA,,Profiili ja vastaukset
16,Juha Tervala,Helsingin yliopisto,Vahvasti eri mieltä,9,"On perinteinen näkemys, että kelluva valuuttakurssi on optimaalista rahapolitiikkaa. On normaalia, että maiden suhteellisten hinta- ja palkkatasojen täytyy ajoittain sopeutua. Sisäiset hintatasot ovat erittäin jäykkiä ja tästä syystä oma valuutta, joka mahdollistaa maiden välisten hintatasojen muutokset joustavasti valuuttakurssimuutosten avulla, on hyvä asia. Myös Pohjoismaiden talouksien käyttäytymiset globaalin talouskriisin aikana ja sen jälkeen tukevat näkemystä (katso esim.: http://voxeu.org/article/great-recession-case-flexible-exchange-rates-alive-and-well).Näytä lisääNäytä vähemmän",Profiili ja vastaukset
16,Marko Terviö,Aalto-yliopisto,Eri mieltä,3,,Profiili ja vastaukset
16,Roope Uusitalo,Jyväskylän yliopiston kauppakorkeakoulu,Samaa mieltä,3,,Profiili ja vastaukset
16,Jari Vainiomäki,Tampereen yliopisto,Eri mieltä,8,Omalla valuutalla Suomen kehitys olisi todennäköisesti muistuttanut enemmän Ruotsin kehitystä. EU alue ei ole vielä(kään) optimaalinen valuutta-alue.,Profiili ja vastaukset
16,Hannu Vartiainen,Helsingin yliopisto,Samaa mieltä,NA,,Profiili ja vastaukset
16,Vesa Vihriälä,Etla,Eri mieltä,9,"EMU-jäsenyyden taloudelliset edut liittyvät kaupankaynnin edellytysten paranemiseen (mikrotaloudelliset tehokkuusedut) ja makrotaloudellisen vakauden lisääntymiseen. Haitat puolestaan liittyvät itsenäisen korkopolitiikan ja valuuttakurssijouston katoamiseen.

Vertailu Ruotsiin osoittaa, etteivät Suomen EMU-jäsenyydestä saamat kaupankäyntiedut ole merkittäviä eikä myöskään makrotaloudellinen vakaus ole eurojäsenyyden takia parantunut.

Potentiaalisten haittojen osalta itsenäisen korkopolitiikan menetys ei ole merkittävä seikka, koska EKP:n rahapolitiikka on sopinut Suomelle hyvin ja välittynyt yksityiseen sektoriin. Sen sijaan valuuttakurssijouston puute on hidastanut kustannuskilpailykyvyn sopeutumista, kun työmarkkinoiden joustavuus ei ole riittävää.

Suomen hidas toipuminen ei kuitenkaan johdu yksin kustannuskilpailukykyongelmasta. Lisäksi eurojäsenyyteen liittyy poliittisia hyötyjä ja eroamiseen erilaisia kustannuksia. Siten johtopäätös ei ole, että Suomen pitäisi erota eurosta.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
16,Jouko Vilmunen,Turun yliopisto/kauppakorkeakoulu,Samaa mieltä,9,Suomen rahoitusmarkkinat eivät ole olleet euroa edeltäneen historiansa aikana näin vakaat. Talousongelmat eivät johdu eurosta. Kiinteän kurssin aikana ennen euroa meillä oli samansuuntaisia ongelmia jatkuvasti. Devalvointi ja sen mahdollisuus tappoi kannusteet korjata talouden vinoutumia. Joustava kurssikaan ei takaa ongelmattomia hyötyjä.Näytä lisääNäytä vähemmän,Profiili ja vastaukset
16,Sami Vähämaa,Vaasan yliopisto,Vahvasti samaa mieltä,8,,Profiili ja vastaukset
16,Juuso Välimäki,Aalto yliopiston kauppakorkeakoulu,Samaa mieltä,6,,Profiili ja vastaukset
16,Eva Österbacka,Åbo Akademi,Epävarma,6,,Profiili ja vastaukset
17,Tom Berglund,Hanken,Samaa mieltä,10,"Se, että Suomen kustannustaso nostetaan selvästi esiin julkisessa keskustelussa edistää järkeviä päätöksiä sekä yksityisellä, että julkisella puolella.",Profiili ja vastaukset
17,Petri Böckerman,Turun kauppakorkeakoulu / Palkansaajien tutkimuslaitos,Samaa mieltä,6,,Profiili ja vastaukset
17,Essi Eerola,VATT,Epävarma,5,,Profiili ja vastaukset
17,Bengt Holmström,MIT,Samaa mieltä,NA,,Profiili ja vastaukset
17,Anni Huhtala,VATT,Epävarma,6,"Eikö tätä selvitetty, että aika pieni on vaikutus ollut esim. suhteessa maailmantalouden myönteiseen kehitykseen.",Profiili ja vastaukset
17,Ari Hyytinen,Jyväskylän yliopiston kauppakorkeakoulu,Samaa mieltä,8,,Profiili ja vastaukset
17,Esa Jokivuolle,Suomen Pankki,Vahvasti samaa mieltä,8,,Profiili ja vastaukset
17,Juha Junttila,Jyvaskylan yliopisto,Epävarma,8,,Profiili ja vastaukset
17,John M. Juselius,Suomen Pankki,Samaa mieltä,7,"While I don’t agree with all of the specifics, it is nevertheless clear that running large fiscal deficits for a decade with declining international market shares in key areas is not an option.",Profiili ja vastaukset
17,Markus Jäntti,Tukholman yliopisto,Eri mieltä,NA,Moni kikyn elementti on suorassa ristiriidassa talouspolitiikkaa muuten ohjaavien pyrkimysten kanssa. Kuvastaa tarkoitushakuista politiikkaa.,Profiili ja vastaukset
17,Panu Kalmi,Vaasan yliopisto,Epävarma,NA,Ainakin se lienee riittämätön suuntaan tai toiseen.,Profiili ja vastaukset
17,Seppo Kari,VATT,Epävarma,6,,Profiili ja vastaukset
17,Karlo Kauko,Suomen Pankki,Samaa mieltä,NA,Olosuhteet huomioon ottaen varmaan oli epämieluisista vaihtoehdoista paremmasta päästä.,Profiili ja vastaukset
17,Jaakko Kiander,,Samaa mieltä,8,,Profiili ja vastaukset
17,Juha Kilponen,,Samaa mieltä,8,,Profiili ja vastaukset
17,Iikka Korhonen,Suomen Pankki,Samaa mieltä,6,,Profiili ja vastaukset
17,Pekka J. Korhonen,,Vahvasti samaa mieltä,7,,Profiili ja vastaukset
17,Mika Kortelainen,Valtion taloudellinen tutkimuskeskus,Samaa mieltä,6,,Profiili ja vastaukset
17,Tuomas Kosonen,Palkansaajien tutkimuslaitos,Ei vastannut,NA,,Profiili ja vastaukset
17,Kaisa Kotakorpi,VATT; Turun yliopisto,Epävarma,NA,"Työvoimakustannusten alentaminen periaatteessa voisi parantaa kilpailukykyä, työllisyyttä ja kasvua. Mutta siirtämällä sotumaksuja työntekijältä työnantajalle ei välttämättä saada työvoimakustannuksia alennettua pitkällä aikavälillä. Myös kikyn negatiivinen vaikutus julkiseen talouteen on tehdyn ratkaisun huono puoli.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
17,Markku Kotilainen,Elinkeinoelämän tutkimuslaitos - Etla,Vahvasti samaa mieltä,9,"Ks, ed. vastaus.",Profiili ja vastaukset
17,Klaus Kultti,helsingin yliopisto,Eri mieltä,8,,Profiili ja vastaukset
17,Timo Kuosmanen,Aalto yliopiston kauppakorkeakoulu,Samaa mieltä,6,,Profiili ja vastaukset
17,Tomi Kyyrä,Valtion taloudellinen tutkimuskeskus,Epävarma,7,,Profiili ja vastaukset
17,Marita Laukkanen,Valtion taloudellinen tutkimuskeskus,Epävarma,5,"Kiky-sopimus tavoittelee ainoastaan lyhyen aikavälin kustannuskilpailukyvyn parantamista. Tuottavuuskehityksen ja pitkän aikavälin kasvun vauhdittamiseksi tulisi kiinnittää huomiota talouden uusiutumiseen, missä kiky-sopimus ei auta. Korkeakoulutus-, tutkimus- ja tiederahoituksen viimeaikaisen supistumisen myötä julkinen rahoitus pitkän aikavälin kasvua  tukevissa toimissa on kuitenkin pienentynyt. Näytä lisääNäytä vähemmän",Profiili ja vastaukset
17,Mika Maliranta,Etla / Jyväskylän yliopisto,Vahvasti samaa mieltä,4,"Etumerkistä olen sangen varma -- epävarmuus koskee lähinnä sitä, kuinka suuri tuo vaikutus on. Todennäköisesti ei valtavan suuri, mutta tuli sekin kuitenkin tarpeeseen.",Profiili ja vastaukset
17,Topi Miettinen,Svenska Handelshögskolan,Samaa mieltä,4,,Profiili ja vastaukset
17,Niku Määttänen,Etla,Vahvasti samaa mieltä,9,"Työn tuottavuuden lasku vientiteollisuudessa vuonna 2008, kiinteä valuuttakurssi ja se tosiasia, että ainakaan jatkavien työntekijöiden palkat eivät hevin jousta alaspäin, olivat hankala yhdistelmä.  Kikyn tapainen fiskaalinen devalvaatio oli siihen nähden oikeansuuntainen korjausliike. Näytä lisääNäytä vähemmän",Profiili ja vastaukset
17,Katariina Nilsson Hakkala,Aalto yliopisto/ ETLA,Samaa mieltä,NA,Se on oikeasuuntainen mutta ei riittävä ratkaisu. Yritysten kilpailukykyyn vaikuttavat monet muut asiat kuin tuotantokustannukset.,Profiili ja vastaukset
17,Elias Oikarinen,Aalto-yliopisto,Vahvasti samaa mieltä,9,,Profiili ja vastaukset
17,Tapio Palokangas,Helsingin yliopisto,Samaa mieltä,NA,Pahasti kompuroiden päästiin jonkinlaiseen järkevään ratkaisun palkkakehityksestä.,Profiili ja vastaukset
17,Tuomas Pekkarinen,VATT,Epävarma,NA,,Profiili ja vastaukset
17,Hannu Piekkola,Vaasan yliopisto,Vahvasti samaa mieltä,7,Hallitus osoitti toimintakykynsä kun edellinen hallitus ei saanut mitään aikaan. Myös työmarkkinat saatiin talkoisiin mukaan. Mutta kertaluonteinen ratkaisu. Nyt on edettä paikallisen sopimisen suuntaan.,Profiili ja vastaukset
17,Jukka Pirttilä,Tampereen yliopisto,Samaa mieltä,7,Mutta se tuli kalliiksi julkistaloudelle.,Profiili ja vastaukset
17,Matti Pohjola,Aalto-yliopisto kauppakorkeakoulu,Samaa mieltä,7,Ei siitä haittaakaan ole.,Profiili ja vastaukset
17,Petri Rouvinen,"ETLA, Elinkeinoelämän tutkimuslaitos",Samaa mieltä,8,"Ratkaisun suunta oli oikea, joskaan ei ainakaan välittömästi siihen uhratun “poliittisen pääoman“ arvoinen (varsinkin, kun hallituksen ponnistuksen toisaalla olivat paljolti jäissä kk-sopimusta puristettaessa). Toisaalta ratkaisu voidaan nähdä jonkinlaisena “patovallin murtumisena“, jonka myötä Suomi saattaa pidemmässä juoksussa seurata Ruotsin, Saksan ja miksei Tanskan viitoittamaa tietä työmarkkinoita uudistettaessa.Näytä lisääNäytä vähemmän",Profiili ja vastaukset
17,Olli-Pekka Ruuskanen,Pellervon taloustutkimus,Samaa mieltä,6,,Profiili ja vastaukset
17,Hannu Salonen,Turun yliopisto,Epävarma,5,Tätä ei luultavasti koskaan saada tietää riittävällä varmuudella.,Profiili ja vastaukset
17,Rune Stenbacka,Svenska handelshögskolan,Samaa mieltä,4,,Profiili ja vastaukset
17,Olli Tahvonen,Helsingin yliopisto,Samaa mieltä,NA,,Profiili ja vastaukset
17,Juha Tervala,Helsingin yliopisto,Vahvasti samaa mieltä,10,"Suomen hintakilpailukyky on heikko. Lisäksi empiiriset ja teoreettiset tutkimukset tukevat näkemystä, jonka mukaan hintakilpailukyvyn parantaminen lisää tuotantoa.",Profiili ja vastaukset
17,Marko Terviö,Aalto-yliopisto,Samaa mieltä,4,,Profiili ja vastaukset
17,Roope Uusitalo,Jyväskylän yliopiston kauppakorkeakoulu,Samaa mieltä,7,,Profiili ja vastaukset
17,Jari Vainiomäki,Tampereen yliopisto,Ei mielipidettä,5,En ota kantaa. Hallitus ajoi aluksi jotain muuta. Kiky on eri osapuolten saavuttama kompromissi.,Profiili ja vastaukset
17,Hannu Vartiainen,Helsingin yliopisto,Samaa mieltä,NA,,Profiili ja vastaukset
17,Vesa Vihriälä,Etla,Samaa mieltä,9,"Suomella on ollut kustannuskilpailukykyongelma. Kilpailukykysopimus on tätä ongelmaa pienentänyt.

Sopimus ei kuitenkaan ollut paras kuviteltavissa oleva ratkaisu. Välillisten työvoimakustannusten alennus selkeästi hallituksen toimivassa olevin fiskaalisen devalvaation keinoin ja työmarkkinoiden joustojen lisääminen lainsäädäntötoimin olisi ollut periaatteessa parempi yhdistelmä. Toki tällaiseen vaihtoehtoon olisi liittynyt merkittävä laajojen lakkojen riski. Eduskunnan enemmistön tukea nauttivan hallituksen ei kuitenkaan pitäisi antautua ulkoparlamentaarisen painostuksen edessä.

Näytä lisääNäytä vähemmän",Profiili ja vastaukset
17,Jouko Vilmunen,Turun yliopisto/kauppakorkeakoulu,Samaa mieltä,6,"Hyvä koordinaatioharjoitus, ehkä repaleinen, mutta oikeansuuntainen.",Profiili ja vastaukset
17,Sami Vähämaa,Vaasan yliopisto,Samaa mieltä,6,,Profiili ja vastaukset
17,Juuso Välimäki,Aalto yliopiston kauppakorkeakoulu,Ei mielipidettä,NA,,Profiili ja vastaukset
17,Eva Österbacka,Åbo Akademi,Samaa mieltä,6,,Profiili ja vastaukset
18,Tom Berglund,Hanken,Epävarma,7,Parempi vaihtoehto olisi tukiaisten eliminoiminen kansainvälisellä tasolla.,Profiili ja vastaukset
18,Petri Böckerman,Turun kauppakorkeakoulu / Palkansaajien tutkimuslaitos,Vahvasti eri mieltä,8,,Profiili ja vastaukset
18,Essi Eerola,VATT,Eri mieltä,NA,,Profiili ja vastaukset
18,Bengt Holmström,MIT,Vahvasti samaa mieltä,NA,,Profiili ja vastaukset
18,Anni Huhtala,VATT,Eri mieltä,8,Kilpailukyvyn turvaaminen valtion tuilla on karu tie pitkän päälle pienelle kansantaloudelle.,Profiili ja vastaukset
18,Ari Hyytinen,Jyväskylän yliopiston kauppakorkeakoulu,Samaa mieltä,3,,Profiili ja vastaukset
18,Esa Jokivuolle,Suomen Pankki,Epävarma,5,,Profiili ja vastaukset
18,Juha Junttila,Jyvaskylan yliopisto,Epävarma,7,,Profiili ja vastaukset
18,John M. Juselius,Suomen Pankki,Epävarma,1,,Profiili ja vastaukset
18,Markus Jäntti,Tukholman yliopisto,Eri mieltä,9,Muiden maiden tekemiset ovat vain harvoin toimivia perusteita millekään toimenpiteelle.,Profiili ja vastaukset
18,Panu Kalmi,Vaasan yliopisto,Eri mieltä,NA,,Profiili ja vastaukset
18,Seppo Kari,VATT,Epävarma,7,Systemaattinen tukeminen ei ehkä järkevää. Hyödyt oivat olla tilannekohtaisia. Harkintamahdollisuus ehkä täytyisi olla.,Profiili ja vastaukset
18,Karlo Kauko,Suomen Pankki,Eri mieltä,6,"Yritystuet ovat perusteltuja lähinnä silloin, jos yrityksen toiminnasta on paljon voimakkaita positiivisia ulkoisvaituksia.",Profiili ja vastaukset
18,Jaakko Kiander,,Samaa mieltä,7,Tuen pitäisi olla T&K-tukea,Profiili ja vastaukset
18,Juha Kilponen,,Eri mieltä,8,,Profiili ja vastaukset
18,Iikka Korhonen,Suomen Pankki,Epävarma,NA,Ovatko vientitakuut valtiontukea?,Profiili ja vastaukset
18,Pekka J. Korhonen,,Samaa mieltä,5,,Profiili ja vastaukset
18,Mika Kortelainen,Valtion taloudellinen tutkimuskeskus,Eri mieltä,6,,Profiili ja vastaukset
18,Tuomas Kosonen,Palkansaajien tutkimuslaitos,Ei vastannut,NA,,Profiili ja vastaukset
